,Austen_Persuasion,Doyle_TheHound,Austen_Pride,Doyle_TheLostWorld
s,0.1182640643063596,-0.06880150618098213,0.07627418239213912,-0.12573674051751654
were,0.05002094299652876,-0.11185009957258801,0.0040195237986311305,0.057809632777428066
on,0.030959290467224232,-0.05036412454350553,0.14357547802912712,-0.124170643952846
by,0.06626486360226463,-0.07778567271427678,0.08759065548895234,-0.07606984637694025
from,-0.0735430150529437,0.05161526605843275,-0.022538183101533993,0.04446593209604488
this,-0.1266579888131793,0.13678447977734243,-0.058835957569857655,0.04870946660569453
so,0.006710570209007283,-0.0140214360605172,0.05985836174499287,-0.05254749589348301
could,0.11712461226348564,-0.08442799504849491,0.009658796303935957,-0.04235541351892669
been,0.17615946210207933,-0.04393278771831716,0.007084525684399101,-0.13931120006816133
there,-0.05507950026530967,0.12567601216839924,-0.10658304212112546,0.035986530218035995
no,0.02961715952916194,0.04737498786220312,0.004889436718731599,-0.08188158411009672
they,0.12350926464505435,-0.21132732600416648,0.09850939510151197,-0.010691333742399944
me,-0.16609689389707213,0.15271434381349508,-0.025426186618724256,0.03880873670230123
would,0.06468947015115561,-0.03777225106020249,0.026490687247350708,-0.053407906338303945
very,0.16250839270073647,-0.03714058028274375,0.04347897245164384,-0.1688467848696364
said,-0.12363376538974694,0.06997097742518671,-0.0026036805805094154,0.05626646854506967
